User ID Date Description Credit (Rs.) Debit (Rs.) Balance (Rs.)
"IN04 0001 2345 6789 03/01/2024 Uber Ride 461.64 44,738.36"
"IN04 0008 9012 3456 28/11/2024 Broadband Bill 566.73 253,154.83"
"IN04 0008 9012 3456 29/11/2024 Lab Test 16,478.51 236,676.32"
"IN04 0008 9012 3456 29/11/2024 UPI Payment 38,422.67 198,253.65"
"IN04 0008 9012 3456 29/11/2024 Refund - Amazon 4,417.29 202,670.94"
"IN04 0008 9012 3456 30/11/2024 IRCTC Ticket 18,409.36 184,261.58"
"IN04 0008 9012 3456 01/12/2024 Electricity Bill 473.63 183,787.95"
"IN04 0008 9012 3456 01/12/2024 UPI Payment 32,378.84 151,409.11"
"IN04 0008 9012 3456 02/12/2024 Meesho 4,525.20 146,883.91"
"IN04 0008 9012 3456 02/12/2024 Metro Card Recharge 1,613.17 145,270.74"
"IN04 0008 9012 3456 03/12/2024 Insurance Premium 9,005.08 136,265.66"
"IN04 0008 9012 3456 03/12/2024 Loan Repayment 6,646.47 129,619.19"
"IN04 0008 9012 3456 04/12/2024 Bus Pass 1,825.80 127,793.39"
"IN04 0008 9012 3456 05/12/2024 Flipkart Order 6,879.12 120,914.27"
"IN04 0008 9012 3456 06/12/2024 Prime Video 206.52 120,707.75"
"IN04 0008 9012 3456 06/12/2024 Pharmacy Purchase 13,938.80 106,768.95"
"IN04 0008 9012 3456 07/12/2024 DTH Recharge 2,726.91 104,042.04"
"IN04 0008 9012 3456 07/12/2024 Mobile Recharge 1,261.25 102,780.79"
"IN04 0008 9012 3456 09/12/2024 Metro Card Recharge 2,810.00 99,970.79"
"IN04 0008 9012 3456 09/12/2024 Airport Cab 28,998.75 70,972.04"
"IN04 0008 9012 3456 13/12/2024 Flight Ticket - IndiGo 28,183.70 42,788.34"
"IN04 0008 9012 3456 14/12/2024 Insurance Premium 8,043.72 34,744.62"
"IN04 0008 9012 3456 15/12/2024 Prime Video 656.36 34,088.26"
"IN04 0008 9012 3456 18/12/2024 Internet Bill 456.13 33,632.13"
"IN04 0008 9012 3456 18/12/2024 Mobile Recharge 239.02 33,393.11"
"IN04 0008 9012 3456 18/12/2024 Water Bill 1,344.73 32,048.38"
"IN04 0008 9012 3456 19/12/2024 Netflix Subscription 1,244.17 30,804.21"
"IN04 0008 9012 3456 19/12/2024 Dividend Credit 18,755.29 49,559.50"
"IN04 0008 9012 3456 21/12/2024 Cash Deposit 8,777.23 40,782.27"
"IN04 0008 9012 3456 21/12/2024 Freelance Payment 51,588.40 92,370.67"
"IN04 0008 9012 3456 21/12/2024 Rental Income 26,780.06 119,150.73"
"IN04 0008 9012 3456 24/12/2024 Health Insurance 198.68 118,952.05"
"IN04 0008 9012 3456 25/12/2024 EMI Debit 10,935.67 108,016.38"
"IN04 0008 9012 3456 25/12/2024 Metro Card Recharge 2,595.36 105,421.02"
"IN04 0008 9012 3456 25/12/2024 Refund - Flipkart 2,066.91 107,487.93"
"IN04 0008 9012 3456 26/12/2024 Fuel - HPCL 1,862.80 105,625.13"
"IN04 0008 9012 3456 30/12/2024 Mutual Fund SIP 30,481.26 75,143.87"
"IN04 0008 9012 3456 30/12/2024 Cafe Coffee Day 971.15 74,172.72"
"IN04 0009 0123 4567 01/01/2024 Health Insurance 3,717.38 171,282.62"
"IN04 0009 0123 4567 01/01/2024 Restaurant Bill 2,480.38 168,802.24"
"IN04 0009 0123 4567 02/01/2024 Bus Booking 21,273.00 147,529.24"
"IN04 0009 0123 4567 03/01/2024 Credit Card Payment 17,608.74 129,920.50"
"IN04 0009 0123 4567 03/01/2024 IRCTC Ticket 24,959.38 104,961.12"
"IN04 0009 0123 4567 03/01/2024 Cash Deposit 2,248.27 102,712.85"
"IN04 0009 0123 4567 04/01/2024 DTH Recharge 3,939.30 98,773.55"
"IN04 0009 0123 4567 04/01/2024 UPI Received 25,543.72 73,229.83"
"IN04 0009 0123 4567 05/01/2024 Hotstar 243.22 72,986.61"
"IN04 0009 0123 4567 07/01/2024 NEFT Inward 31,733.48 41,253.13"
"IN04 0009 0123 4567 07/01/2024 Water Bill 630.94 40,622.19"
"IN04 0009 0123 4567 08/01/2024 Hospital Bill 15,547.75 25,074.44"
"IN04 0009 0123 4567 09/01/2024 Bus Booking 16,927.51 8,146.93"
"IN04 0009 0123 4567 09/01/2024 Restaurant Bill 1,585.77 6,561.16"
"IN04 0009 0123 4567 09/01/2024 Cafe Coffee Day 1,224.61 5,336.55"
"IN04 0009 0123 4567 10/01/2024 ATM Withdrawal 356.19 4,980.36"
"IN04 0009 0123 4567 10/01/2024 Refund - Amazon 3,227.58 8,207.94"
"IN04 0009 0123 4567 10/01/2024 Water Bill 1,616.56 6,591.38"
"IN04 0009 0123 4567 11/01/2024 Dividend Credit 21,529.80 28,121.18"
"IN04 0009 0123 4567 12/01/2024 ATM Withdrawal 18,021.18 10,100.00"
"IN04 0009 0123 4567 12/01/2024 Freelance Payment 54,294.44 64,394.44"
"IN04 0009 0123 4567 14/01/2024 Insurance Premium 13,510.14 50,884.30"
"IN04 0009 0123 4567 14/01/2024 Flight Ticket - IndiGo 29,453.46 21,430.84"
"IN04 0009 0123 4567 15/01/2024 Netflix Subscription 868.50 20,562.34"
"IN04 0009 0123 4567 15/01/2024 Life Insurance 6,390.35 14,171.99"
"IN04 0009 0123 4567 15/01/2024 Loan Repayment 746.46 13,425.53"
"IN04 0009 0123 4567 16/01/2024 Meesho 5,860.02 7,565.51"
"IN04 0009 0123 4567 16/01/2024 IRCTC Ticket 402.11 7,163.40"
"IN04 0009 0123 4567 17/01/2024 Cafe Coffee Day 1,246.27 5,917.13"
"IN04 0009 0123 4567 18/01/2024 Flipkart Order 459.23 5,457.90"
"IN04 0009 0123 4567 18/01/2024 Hotstar 570.93 4,886.97"
"IN04 0009 0123 4567 18/01/2024 Refund - Amazon 1,297.06 6,184.03"
"IN04 0009 0123 4567 19/01/2024 Loan Repayment 347.50 5,836.53"
"IN04 0009 0123 4567 20/01/2024 Car Insurance 309.53 5,527.00"
"IN04 0009 0123 4567 20/01/2024 Zomato Order 1,237.77 4,289.23"
"IN04 0009 0123 4567 21/01/2024 Swiggy Order 1,695.87 2,593.36"
"IN04 0009 0123 4567 22/01/2024 UPI Received 36,312.09 38,905.45"
"IN04 0009 0123 4567 22/01/2024 Swiggy Order 2,097.58 36,807.87"
"IN04 0009 0123 4567 22/01/2024 Loan Repayment 15,613.08 21,194.79"
"IN04 0009 0123 4567 25/01/2024 Car Insurance 12,441.63 8,753.16"
"IN04 0009 0123 4567 29/01/2024 Salary Credit 50,905.07 59,658.23"
"IN04 0009 0123 4567 29/01/2024 Pharmacy Purchase 5,931.39 53,726.84"
"IN04 0009 0123 4567 29/01/2024 UPI Payment 34,341.91 88,068.75"
"IN04 0009 0123 4567 30/01/2024 Hotel Booking 25,928.09 62,140.66"
"IN04 0009 0123 4567 30/01/2024 Freelance Payment 70,388.05 132,528.71"
"IN04 0009 0123 4567 30/01/2024 RD Installment 31,535.39 100,993.32"
"IN04 0009 0123 4567 01/02/2024 Fuel - HPCL 846.86 100,146.46"
"IN04 0009 0123 4567 01/02/2024 GST Refund 2,231.22 102,377.68"
"IN04 0009 0123 4567 02/02/2024 Hotel Booking 2,028.01 100,349.67"
"IN04 0009 0123 4567 02/02/2024 Stock Purchase 36,438.05 63,911.62"
"IN04 0009 0123 4567 03/02/2024 ATM Withdrawal 12,128.08 51,783.54"
"IN04 0009 0123 4567 03/02/2024 Netflix Subscription 877.21 50,906.33"
"IN04 0009 0123 4567 03/02/2024 Mall Shopping 10,929.82 39,976.51"
"IN04 0009 0123 4567 04/02/2024 GST Refund 4,619.30 44,595.81"
"IN04 0009 0123 4567 04/02/2024 DTH Recharge 3,526.47 41,069.34"
"IN04 0009 0123 4567 04/02/2024 UPI Payment 30,810.70 71,880.04"
"IN04 0009 0123 4567 05/02/2024 Cashback Credit 382.43 72,262.47"
"IN04 0009 0123 4567 05/02/2024 Uber Ride 647.87 71,614.60"
"IN04 0009 0123 4567 05/02/2024 Ola Ride 2,814.86 68,799.74"
"IN04 0009 0123 4567 06/02/2024 Spotify Premium 382.87 68,416.87"
"IN04 0009 0123 4567 06/02/2024 GST Refund 588.13 69,005.00"
"IN04 0009 0123 4567 08/02/2024 Zomato Order 2,135.90 66,869.10"
"IN04 0009 0123 4567 08/02/2024 Refund - Flipkart 3,406.26 70,275.36"
"IN04 0009 0123 4567 08/02/2024 Meesho 2,618.07 67,657.29"
"IN04 0009 0123 4567 09/02/2024 Flipkart Order 11,305.00 56,352.29"
"IN04 0009 0123 4567 09/02/2024 Bus Pass 2,939.66 53,412.63"
"IN04 0009 0123 4567 09/02/2024 Spotify Premium 754.29 52,658.34"
"IN04 0009 0123 4567 10/02/2024 Flight Ticket - IndiGo 5,954.50 46,703.84"
"IN04 0009 0123 4567 10/02/2024 Mutual Fund SIP 2,448.78 44,255.06"
"IN04 0009 0123 4567 11/02/2024 Health Insurance 1,078.77 43,176.29"
"IN04 0009 0123 4567 11/02/2024 DTH Recharge 1,682.81 41,493.48"
"IN04 0009 0123 4567 12/02/2024 Term Plan 4,763.24 36,730.24"
"IN04 0009 0123 4567 15/02/2024 Lab Test 19,899.08 16,831.16"
"IN04 0009 0123 4567 15/02/2024 Metro Card Recharge 654.43 16,176.73"
"IN04 0009 0123 4567 15/02/2024 Pharmacy Purchase 8,027.36 8,149.37"
"IN04 0009 0123 4567 17/02/2024 GST Refund 3,717.54 11,866.91"
"IN04 0009 0123 4567 18/02/2024 ATM Withdrawal 617.63 11,249.28"
"IN04 0009 0123 4567 18/02/2024 Life Insurance 739.32 10,509.96"
"IN04 0009 0123 4567 18/02/2024 Refund - Flipkart 556.57 11,066.53"
"IN04 0009 0123 4567 19/02/2024 Health Insurance 643.10 10,423.43"
"IN04 0009 0123 4567 20/02/2024 Broadband Bill 1,197.94 9,225.49"
"IN04 0009 0123 4567 20/02/2024 Cash Deposit 5,060.36 4,165.13"
"IN04 0009 0123 4567 21/02/2024 Life Insurance 320.73 3,844.40"
"IN04 0009 0123 4567 21/02/2024 Refund - Amazon 4,247.98 8,092.38"
"IN04 0009 0123 4567 21/02/2024 DTH Recharge 3,439.51 4,652.87"
"IN04 0009 0123 4567 22/02/2024 Flight Ticket - IndiGo 351.40 4,301.47"
"IN04 0009 0123 4567 22/02/2024 Mutual Fund SIP 358.61 3,942.86"
"IN04 0009 0123 4567 23/02/2024 Flight Ticket - IndiGo 340.16 3,602.70"
"IN04 0009 0123 4567 23/02/2024 Airport Cab 267.10 3,335.60"
"IN04 0009 0123 4567 23/02/2024 EMI Debit 179.72 3,155.88"
"IN04 0009 0123 4567 25/02/2024 Freelance Payment 11,326.44 14,482.32"
"IN04 0009 0123 4567 25/02/2024 Life Insurance 3,116.51 11,365.81"
"IN04 0009 0123 4567 25/02/2024 Cash Deposit 6,893.87 4,471.94"
"IN04 0009 0123 4567 26/02/2024 Mall Shopping 358.91 4,113.03"
"IN04 0009 0123 4567 28/02/2024 Bonus Credit 75,279.41 79,392.44"
"IN04 0009 0123 4567 28/02/2024 Cash Deposit 8,396.23 70,996.21"
"IN04 0009 0123 4567 29/02/2024 Mobile Recharge 831.50 70,164.71"
"IN04 0009 0123 4567 01/03/2024 Meesho 2,253.41 67,911.30"
"IN04 0009 0123 4567 02/03/2024 PPF Contribution 47,767.12 20,144.18"
"IN04 0009 0123 4567 02/03/2024 Dividend Credit 45,069.46 65,213.64"
"IN04 0009 0123 4567 02/03/2024 Cash Deposit 5,086.77 60,126.87"
"IN04 0009 0123 4567 03/03/2024 Credit Card Payment 26,174.25 33,952.62"
"IN04 0009 0123 4567 03/03/2024 Water Bill 4,471.67 29,480.95"
"IN04 0009 0123 4567 05/03/2024 EMI Debit 1,615.49 27,865.46"
"IN04 0009 0123 4567 05/03/2024 Bus Pass 1,327.80 26,537.66"
"IN04 0009 0123 4567 06/03/2024 Rental Income 53,627.80 80,165.46"
"IN04 0009 0123 4567 06/03/2024 Health Insurance 6,820.65 73,344.81"
"IN04 0009 0123 4567 09/03/2024 Prime Video 976.12 72,368.69"
"IN04 0009 0123 4567 09/03/2024 Bonus Credit 77,182.25 149,550.94"
"IN04 0009 0123 4567 11/03/2024 Myntra Order 13,870.01 135,680.93"
"IN04 0009 0123 4567 11/03/2024 Bus Pass 1,234.88 134,446.05"
"IN04 0009 0123 4567 11/03/2024 Airport Cab 6,120.87 128,325.18"
"IN04 0009 0123 4567 12/03/2024 Cafe Coffee Day 1,173.86 127,151.32"
"IN04 0009 0123 4567 13/03/2024 EMI Debit 28,942.19 98,209.13"
"IN04 0009 0123 4567 13/03/2024 Mall Shopping 7,524.49 90,684.64"
"IN04 0009 0123 4567 13/03/2024 Bonus Credit 33,835.58 124,520.22"
"IN04 0009 0123 4567 14/03/2024 Term Plan 7,834.18 116,686.04"
"IN04 0009 0123 4567 15/03/2024 Life Insurance 5,141.69 111,544.35"
"IN04 0009 0123 4567 16/03/2024 Mutual Fund SIP 39,631.14 71,913.21"
"IN04 0009 0123 4567 17/03/2024 ATM Withdrawal 8,272.58 63,640.63"
"IN04 0009 0123 4567 17/03/2024 Water Bill 1,906.54 61,734.09"
"IN04 0009 0123 4567 18/03/2024 Refund - Amazon 3,334.67 65,068.76"
"IN04 0009 0123 4567 18/03/2024 Car Insurance 11,455.72 53,613.04"
"IN04 0009 0123 4567 19/03/2024 Bus Booking 10,156.74 43,456.30"
"IN04 0009 0123 4567 19/03/2024 PPF Contribution 2,396.63 41,059.67"
"IN04 0009 0123 4567 19/03/2024 ATM Withdrawal 3,774.43 37,285.24"
"IN04 0009 0123 4567 20/03/2024 Credit Card Payment 10,936.31 26,348.93"
"IN04 0009 0123 4567 21/03/2024 Lab Test 3,732.87 22,616.06"
"IN04 0009 0123 4567 21/03/2024 Bonus Credit 39,551.44 62,167.50"
"IN04 0009 0123 4567 22/03/2024 Uber Ride 1,091.41 61,076.09"
"IN04 0009 0123 4567 22/03/2024 Car Insurance 3,192.49 57,883.60"
"IN04 0009 0123 4567 22/03/2024 Uber Ride 2,066.40 55,817.20"
"IN04 0009 0123 4567 23/03/2024 Loan Repayment 25,078.94 30,738.26"
"IN04 0009 0123 4567 23/03/2024 Uber Ride 1,661.24 29,077.02"
"IN04 0009 0123 4567 25/03/2024 Hotel Booking 8,043.63 21,033.39"
"IN04 0009 0123 4567 25/03/2024 Cash Deposit 4,138.73 16,894.66"
"IN04 0009 0123 4567 26/03/2024 Broadband Bill 348.24 16,546.42"
"IN04 0009 0123 4567 26/03/2024 Prime Video 333.92 16,212.50"
"IN04 0009 0123 4567 27/03/2024 Bus Booking 6,883.07 9,329.43"
"IN04 0009 0123 4567 28/03/2024 Hotstar 950.72 8,378.71"
"IN04 0009 0123 4567 29/03/2024 Flipkart Order 607.46 7,771.25"
"IN04 0009 0123 4567 29/03/2024 Meesho 468.72 7,302.53"
"IN04 0009 0123 4567 31/03/2024 Rental Income 76,719.42 84,021.95"
"IN04 0009 0123 4567 31/03/2024 Car Insurance 726.67 83,295.28"
"IN04 0009 0123 4567 31/03/2024 Prime Video 1,181.98 82,113.30"
"IN04 0009 0123 4567 01/04/2024 Car Insurance 3,751.00 78,362.30"
"IN04 0009 0123 4567 01/04/2024 Fuel - HPCL 1,902.98 76,459.32"
"IN04 0009 0123 4567 05/04/2024 UPI Received 6,759.63 83,218.95"
"IN04 0009 0123 4567 05/04/2024 Car Insurance 8,938.67 74,280.28"
"IN04 0009 0123 4567 05/04/2024 Pharmacy Purchase 1,811.60 72,468.68"
"IN04 0009 0123 4567 06/04/2024 Metro Card Recharge 957.36 71,511.32"
"IN04 0009 0123 4567 06/04/2024 BookMyShow 734.60 70,776.72"
"IN04 0009 0123 4567 07/04/2024 Car Insurance 3,433.31 67,343.41"
"IN04 0009 0123 4567 07/04/2024 Uber Ride 1,130.02 66,213.39"
"IN04 0009 0123 4567 08/04/2024 Term Plan 7,399.91 58,813.48"
"IN04 0009 0123 4567 10/04/2024 Loan Repayment 13,972.48 44,841.00"
"IN04 0009 0123 4567 11/04/2024 Swiggy Order 2,402.72 42,438.28"
"IN04 0009 0123 4567 11/04/2024 Hospital Bill 13,972.81 28,465.47"
"IN04 0009 0123 4567 13/04/2024 EMI Debit 2,020.57 26,444.90"
"IN04 0009 0123 4567 13/04/2024 Spotify Premium 738.74 25,706.16"
"IN04 0009 0123 4567 15/04/2024 Salary Credit 50,380.38 76,086.54"
"IN04 0009 0123 4567 15/04/2024 Life Insurance 11,487.59 64,598.95"
"IN04 0009 0123 4567 15/04/2024 Grocery - BigBasket 953.59 63,645.36"
"IN04 0009 0123 4567 16/04/2024 Car Insurance 6,331.81 57,313.55"
"IN04 0009 0123 4567 17/04/2024 Cashback Credit 2,809.16 60,122.71"
"IN04 0009 0123 4567 18/04/2024 Flight Ticket - IndiGo 28,679.72 31,442.99"
"IN04 0009 0123 4567 18/04/2024 Term Plan 11,988.29 19,454.70"
"IN04 0009 0123 4567 18/04/2024 PPF Contribution 1,039.48 18,415.22"
"IN04 0009 0123 4567 19/04/2024 Internet Bill 3,559.90 14,855.32"
"IN04 0009 0123 4567 20/04/2024 Postpaid Bill 490.74 14,364.58"
"IN04 0009 0123 4567 20/04/2024 Cash Deposit 808.40 13,556.18"
"IN04 0009 0123 4567 21/04/2024 Loan Repayment 847.71 12,708.47"
"IN04 0009 0123 4567 21/04/2024 Hospital Bill 10,090.42 2,618.05"
"IN04 0009 0123 4567 22/04/2024 UPI Payment 222.24 2,395.81"
"IN04 0009 0123 4567 22/04/2024 Netflix Subscription 289.71 2,106.10"
"IN04 0009 0123 4567 26/04/2024 Loan Repayment 158.92 1,947.18"
"IN04 0009 0123 4567 27/04/2024 Flipkart Order 274.06 1,673.12"
"IN04 0009 0123 4567 29/04/2024 Car Insurance 94.71 1,578.41"
"IN04 0009 0123 4567 29/04/2024 Prime Video 146.34 1,432.07"
"IN04 0009 0123 4567 30/04/2024 Cash Deposit 116.21 1,315.86"
"IN04 0009 0123 4567 02/05/2024 Lab Test 175.50 1,140.36"
IN04 0009 0123 4567 02/05/2024 Airport Cab 256.09 884.27
IN04 0009 0123 4567 03/05/2024 Internet Bill 185.38 698.89
"IN04 0009 0123 4567 03/05/2024 Refund - Flipkart 2,144.21 2,843.10"
"IN04 0009 0123 4567 03/05/2024 GST Refund 3,610.84 6,453.94"
"IN04 0009 0123 4567 04/05/2024 Cash Deposit 3,419.24 3,034.70"
"IN04 0009 0123 4567 04/05/2024 Zomato Order 966.43 2,068.27"
"IN04 0009 0123 4567 05/05/2024 Cashback Credit 1,475.17 3,543.44"
"IN04 0009 0123 4567 07/05/2024 EMI Debit 340.64 3,202.80"
"IN04 0009 0123 4567 09/05/2024 Ola Ride 422.57 2,780.23"
"IN04 0009 0123 4567 10/05/2024 Refund - Amazon 3,153.21 5,933.44"
"IN04 0009 0123 4567 13/05/2024 Mobile Recharge 1,339.56 4,593.88"
"IN04 0009 0123 4567 13/05/2024 Freelance Payment 36,152.60 40,746.48"
"IN04 0009 0123 4567 13/05/2024 Stock Purchase 10,595.87 30,150.61"
"IN04 0009 0123 4567 14/05/2024 Netflix Subscription 845.05 29,305.56"
"IN04 0009 0123 4567 14/05/2024 Loan Repayment 12,716.74 16,588.82"
"IN04 0009 0123 4567 14/05/2024 Mobile Recharge 1,030.89 15,557.93"
"IN04 0009 0123 4567 15/05/2024 EMI Debit 879.11 14,678.82"
"IN04 0009 0123 4567 16/05/2024 Lab Test 11,284.62 3,394.20"
"IN04 0009 0123 4567 16/05/2024 Gym Membership 209.11 3,185.09"
"IN04 0009 0123 4567 18/05/2024 DTH Recharge 542.15 2,642.94"
"IN04 0009 0123 4567 18/05/2024 Term Plan 267.11 2,375.83"
"IN04 0009 0123 4567 19/05/2024 Mobile Recharge 648.89 1,726.94"
"IN04 0009 0123 4567 20/05/2024 Broadband Bill 218.98 1,507.96"
"IN04 0009 0123 4567 21/05/2024 Mall Shopping 123.08 1,384.88"
"IN04 0009 0123 4567 22/05/2024 Refund - Flipkart 4,785.62 6,170.50"
"IN04 0009 0123 4567 24/05/2024 Water Bill 860.44 5,310.06"
"IN04 0009 0123 4567 24/05/2024 NEFT Inward 308.03 5,002.03"
"IN04 0009 0123 4567 26/05/2024 Loan Repayment 371.29 4,630.74"
"IN04 0009 0123 4567 26/05/2024 Cash Deposit 346.16 4,284.58"
"IN04 0009 0123 4567 26/05/2024 Uber Ride 1,009.05 3,275.53"
"IN04 0009 0123 4567 27/05/2024 Mobile Recharge 1,204.88 2,070.65"
"IN04 0009 0123 4567 27/05/2024 Life Insurance 292.07 1,778.58"
"IN04 0009 0123 4567 28/05/2024 Flight Ticket - IndiGo 221.40 1,557.18"
"IN04 0009 0123 4567 28/05/2024 Postpaid Bill 129.44 1,427.74"
"IN04 0009 0123 4567 29/05/2024 Hospital Bill 189.89 1,237.85"
IN04 0009 0123 4567 29/05/2024 Lab Test 252.98 984.87
IN04 0009 0123 4567 29/05/2024 PPF Contribution 81.37 903.50
"IN04 0009 0123 4567 30/05/2024 NEFT Inward 17,664.08 18,567.58"
"IN04 0009 0123 4567 30/05/2024 Internet Bill 442.42 18,125.16"
"IN04 0009 0123 4567 30/05/2024 Grocery - BigBasket 676.50 17,448.66"
"IN04 0009 0123 4567 31/05/2024 Credit Card Payment 1,019.00 16,429.66"
"IN04 0009 0123 4567 31/05/2024 Metro Card Recharge 2,138.36 14,291.30"
"IN04 0009 0123 4567 31/05/2024 Car Insurance 2,504.99 11,786.31"
"IN04 0009 0123 4567 01/06/2024 Water Bill 237.58 11,548.73"
"IN04 0009 0123 4567 03/06/2024 Loan Repayment 737.65 10,811.08"
"IN04 0009 0123 4567 05/06/2024 Electricity Bill 4,428.52 6,382.56"
"IN04 0009 0123 4567 06/06/2024 Credit Card Payment 483.19 5,899.37"
"IN04 0009 0123 4567 06/06/2024 Cash Deposit 401.09 5,498.28"
"IN04 0009 0123 4567 07/06/2024 Spotify Premium 1,070.34 4,427.94"
"IN04 0009 0123 4567 07/06/2024 Postpaid Bill 1,329.80 3,098.14"
"IN04 0009 0123 4567 07/06/2024 Cash Deposit 286.02 2,812.12"
"IN04 0009 0123 4567 08/06/2024 Refund - Amazon 4,003.53 6,815.65"
"IN04 0009 0123 4567 08/06/2024 Refund - Amazon 1,049.88 7,865.53"
"IN04 0009 0123 4567 08/06/2024 Lab Test 4,802.12 3,063.41"
"IN04 0009 0123 4567 09/06/2024 ATM Withdrawal 325.66 2,737.75"
"IN04 0009 0123 4567 09/06/2024 IMPS Transfer 4,557.34 7,295.09"
"IN04 0009 0123 4567 09/06/2024 Life Insurance 540.44 6,754.65"
"IN04 0009 0123 4567 12/06/2024 ATM Withdrawal 486.39 6,268.26"
"IN04 0009 0123 4567 13/06/2024 ATM Withdrawal 2,303.26 3,965.00"
"IN04 0009 0123 4567 13/06/2024 Metro Card Recharge 867.69 3,097.31"
"IN04 0009 0123 4567 14/06/2024 Cafe Coffee Day 2,072.26 1,025.05"
IN04 0009 0123 4567 16/06/2024 Mutual Fund SIP 174.01 851.04
IN04 0009 0123 4567 16/06/2024 Meesho 80.14 770.90
IN04 0009 0123 4567 16/06/2024 Zomato Order 70.50 700.40
IN04 0009 0123 4567 17/06/2024 Mall Shopping 188.03 512.37
IN04 0009 0123 4567 18/06/2024 Swiggy Order 177.36 335.01
IN04 0009 0123 4567 22/06/2024 Flight Ticket - IndiGo 61.08 273.93
IN04 0009 0123 4567 22/06/2024 Meesho 108.53 165.40
IN04 0009 0123 4567 22/06/2024 Broadband Bill 194.12 -28.72
"IN04 0009 0123 4567 23/06/2024 Refund - Flipkart 1,029.86 1,001.14"
IN04 0009 0123 4567 23/06/2024 NEFT Outward 142.03 859.11
IN04 0009 0123 4567 23/06/2024 Spotify Premium 178.42 680.69
IN04 0009 0123 4567 24/06/2024 Cash Deposit 63.72 616.97
IN04 0009 0123 4567 24/06/2024 Loan Repayment 57.97 559.00
IN04 0009 0123 4567 24/06/2024 Cafe Coffee Day 156.77 402.23
"IN04 0009 0123 4567 25/06/2024 Cashback Credit 4,306.23 4,708.46"
"IN04 0009 0123 4567 26/06/2024 Water Bill 3,021.98 1,686.48"
IN04 0009 0123 4567 26/06/2024 Hotel Booking 808.31 878.17
IN04 0009 0123 4567 27/06/2024 Broadband Bill 120.40 757.77
IN04 0009 0123 4567 28/06/2024 Insurance Premium 187.73 570.04
IN04 0009 0123 4567 28/06/2024 Zomato Order 146.59 423.45
IN04 0009 0123 4567 28/06/2024 Spotify Premium 142.03 281.42
IN04 0009 0123 4567 01/07/2024 Mutual Fund SIP 60.31 221.11
"IN04 0009 0123 4567 02/07/2024 Rental Income 45,472.95 45,694.06"
"IN04 0009 0123 4567 02/07/2024 IRCTC Ticket 22,948.39 22,745.67"
"IN04 0009 0123 4567 03/07/2024 Ola Ride 815.10 21,930.57"
"IN04 0009 0123 4567 05/07/2024 Zomato Order 2,476.04 19,454.53"
"IN04 0009 0123 4567 07/07/2024 Myntra Order 9,290.92 10,163.61"
"IN04 0009 0123 4567 07/07/2024 Stock Purchase 570.99 9,592.62"
"IN04 0009 0123 4567 07/07/2024 DTH Recharge 3,135.18 6,457.44"
"IN04 0009 0123 4567 08/07/2024 Postpaid Bill 1,449.56 5,007.88"
"IN04 0009 0123 4567 08/07/2024 Airport Cab 264.65 4,743.23"
"IN04 0009 0123 4567 08/07/2024 Uber Ride 423.12 4,320.11"
"IN04 0009 0123 4567 09/07/2024 Salary Credit 30,679.27 34,999.38"
"IN04 0009 0123 4567 09/07/2024 Hospital Bill 16,572.58 18,426.80"
"IN04 0009 0123 4567 11/07/2024 Postpaid Bill 1,312.90 17,113.90"
"IN04 0009 0123 4567 13/07/2024 Swiggy Order 120.80 16,993.10"
"IN04 0009 0123 4567 14/07/2024 GST Refund 4,785.12 21,778.22"
"IN04 0009 0123 4567 14/07/2024 UPI Received 14,868.93 6,909.29"
"IN04 0009 0123 4567 15/07/2024 UPI Payment 503.36 6,405.93"
"IN04 0009 0123 4567 15/07/2024 BookMyShow 498.35 5,907.58"
"IN04 0009 0123 4567 16/07/2024 Fuel - HPCL 1,464.74 4,442.84"
"IN04 0009 0123 4567 18/07/2024 Car Insurance 232.66 4,210.18"
"IN04 0009 0123 4567 24/07/2024 Restaurant Bill 1,420.30 2,789.88"
"IN04 0009 0123 4567 26/07/2024 IRCTC Ticket 166.59 2,623.29"
"IN04 0009 0123 4567 26/07/2024 Internet Bill 244.60 2,378.69"
"IN04 0009 0123 4567 26/07/2024 Salary Credit 65,925.21 68,303.90"
"IN04 0009 0123 4567 27/07/2024 Mutual Fund SIP 7,832.54 60,471.36"
"IN04 0009 0123 4567 27/07/2024 Swiggy Order 2,437.57 58,033.79"
"IN04 0009 0123 4567 29/07/2024 Flipkart Order 7,723.77 50,310.02"
"IN04 0009 0123 4567 29/07/2024 Airport Cab 3,319.49 46,990.53"
"IN04 0009 0123 4567 29/07/2024 Restaurant Bill 1,804.54 45,185.99"
"IN04 0009 0123 4567 30/07/2024 Amazon Purchase 12,232.36 32,953.63"
"IN04 0009 0123 4567 30/07/2024 Lab Test 19,402.39 13,551.24"
"IN04 0009 0123 4567 31/07/2024 FD Opening 10,374.98 3,176.26"
"IN04 0009 0123 4567 31/07/2024 Hotel Booking 206.16 2,970.10"
"IN04 0009 0123 4567 02/08/2024 Gas Bill 258.85 2,711.25"
"IN04 0009 0123 4567 02/08/2024 Prime Video 695.70 2,015.55"
"IN04 0009 0123 4567 02/08/2024 Bus Booking 116.42 1,899.13"
"IN04 0009 0123 4567 05/08/2024 Uber Ride 134.71 1,764.42"
"IN04 0009 0123 4567 05/08/2024 Loan Repayment 257.50 1,506.92"
